application_id,customer_id,application_date,uf,channel,age,gender,education,employment_type,months_employed,monthly_income,bank_relationship_months,marital_status,dependents,housing_status,credit_history_months,previous_loans,previous_defaults,bureau_inquiries_90d,open_credit_lines,credit_utilization,delinquency_12m,avg_payment_delay_days,monthly_existing_debt,requested_amount,loan_purpose,term_months,estimated_installment,debt_to_income,digital_behavior_score,device_age_months,email_age_months,phone_verified,document_consistency,ip_risk_score,credit_score_internal,risk_band,approved,approved_amount,interest_rate_monthly,default_90d,fraud_confirmed
APP0001127,CUST001127,2025-04-10,SP,web,38,F,superior,autonomo,24,1854.38,13,solteiro,2,familia,116,0,0,1,1,0.357,0,1.0,639.35,2504.76,educacao,36,123.44,0.411,97.3,8,15,1,1,2.6,675,C,0,0.0,0.0544,0,0
APP0000058,CUST000058,2025-04-10,SP,app_android,21,M,medio,CLT,47,3476.79,20,divorciado,0,alugado,21,0,0,2,5,0.514,0,7.1,1195.52,17209.49,capital_giro,12,1780.91,0.856,60.2,0,11,0,1,13.8,547,D,0,0.0,0.0721,0,0
APP0000528,CUST000528,2025-04-10,SP,app_ios,32,M,fundamental,CLT,55,800.0,18,solteiro,3,outro,63,2,0,1,0,0.398,0,0.1,24.6,5794.62,reforma,24,360.85,0.482,41.9,22,63,1,1,4.5,626,C,0,0.0,0.0486,0,0
APP0001927,CUST001927,2025-04-10,RS,app_android,34,F,medio,CLT,17,2490.04,37,solteiro,2,alugado,77,1,0,1,4,0.817,5,3.0,475.53,3908.59,consumo,36,192.63,0.268,81.2,8,70,1,1,20.8,475,E,0,0.0,0.0924,0,0
APP0005102,CUST005102,2025-04-10,PR,web,25,F,pos_graduacao,autonomo,23,2868.52,20,divorciado,0,proprio_quitado,23,1,0,1,3,0.567,0,5.4,325.72,2592.49,renegociacao,18,196.55,0.182,56.7,21,19,1,1,10.7,612,C,0,0.0,0.0694,0,0
APP0003151,CUST003151,2025-04-11,RS,app_ios,30,F,fundamental,autonomo,63,800.0,52,solteiro,3,alugado,122,1,0,5,8,0.679,0,2.1,715.51,8310.67,consumo,12,860.02,1.969,62.4,16,70,1,1,8.2,495,E,0,0.0,0.1094,0,0
APP0001950,CUST001950,2025-04-11,MG,app_android,25,M,medio,autonomo,46,2334.4,21,solteiro,2,familia,71,2,0,1,5,0.649,0,3.2,870.31,2970.1,consumo,36,146.38,0.436,65.9,55,70,1,1,19.1,630,C,1,2970.1,0.0476,0,0
APP0005991,CUST005991,2025-04-11,SP,app_android,47,F,superior,CLT,93,6033.28,34,divorciado,0,proprio_financiado,247,5,0,3,3,0.316,0,1.8,568.77,15433.81,renegociacao,9,2028.71,0.431,28.6,10,20,1,1,3.1,780,B,0,0.0,0.0449,0,0
APP0005024,CUST005024,2025-04-11,BA,app_ios,45,F,superior_incompleto,CLT,88,4518.6,39,solteiro,0,familia,112,2,0,2,1,0.435,0,1.4,1211.48,4145.24,consumo,24,258.14,0.325,51.6,5,51,1,1,13.0,632,C,0,0.0,0.0505,0,0
APP0004219,CUST004219,2025-04-11,SC,app_ios,32,F,superior,CLT,33,2725.21,8,uniao_estavel,0,alugado,151,0,0,1,5,0.723,0,13.5,884.58,4675.22,reforma,24,291.14,0.431,70.4,4,38,1,1,4.2,626,C,1,4675.22,0.0461,1,0
APP0002422,CUST002422,2025-04-11,SP,app_android,39,M,medio,CLT,45,1164.9,33,casado,0,alugado,109,2,0,3,3,0.577,0,0.6,305.16,4061.58,reforma,18,307.94,0.526,45.3,16,24,1,1,15.7,623,C,0,0.0,0.0501,0,0
APP0005150,CUST005150,2025-04-11,SP,app_android,27,F,medio,MEI,44,1295.88,35,solteiro,2,proprio_financiado,56,0,0,1,4,0.52,0,4.4,752.14,7325.25,renegociacao,6,1374.72,1.641,76.6,1,44,1,1,12.8,453,E,0,0.0,0.128,0,0
APP0001442,CUST001442,2025-04-12,SP,web,42,F,medio,MEI,51,1081.51,33,casado,5,familia,238,0,0,5,4,0.461,0,5.0,563.18,16065.19,capital_giro,36,791.76,1.253,69.2,1,145,1,1,8.3,499,E,0,0.0,0.1182,0,0
APP0002987,CUST002987,2025-04-12,SP,whatsapp,36,F,medio,CLT,107,1333.53,24,uniao_estavel,1,proprio_quitado,145,3,1,2,4,0.618,0,39.4,498.01,1241.68,emergencia,12,128.49,0.47,88.5,4,59,1,1,5.8,646,C,0,0.0,0.0485,0,0
APP0001714,CUST001714,2025-04-12,MG,web,49,F,superior,servidor_publico,19,6388.29,21,casado,3,alugado,69,1,0,0,2,0.042,0,14.1,3006.71,5687.54,capital_giro,24,354.18,0.526,44.2,9,33,1,1,1.6,808,A,1,5687.54,0.0271,0,0
APP0000331,CUST000331,2025-04-12,RJ,app_ios,32,F,medio,desempregado,0,955.04,40,casado,2,proprio_quitado,104,1,1,4,3,0.848,0,11.4,345.66,3422.42,emergencia,12,354.17,0.733,89.4,3,105,1,1,23.8,337,E,0,0.0,0.1062,0,0
APP0002385,CUST002385,2025-04-12,RJ,app_android,25,F,medio,autonomo,35,3430.56,14,solteiro,1,familia,29,1,1,1,3,0.544,0,9.1,1871.61,7762.9,consumo,12,803.34,0.78,95.8,2,19,1,0,14.2,474,E,0,0.0,0.1041,0,0
APP0001888,CUST001888,2025-04-12,SP,app_android,45,M,superior,CLT,45,3102.5,26,casado,0,proprio_quitado,83,0,0,1,2,0.461,1,6.3,826.84,4254.42,capital_giro,9,559.23,0.447,84.8,8,151,1,1,1.6,649,C,0,0.0,0.0492,0,0
APP0002114,CUST002114,2025-04-13,CE,app_ios,39,F,medio,aposentado,70,1460.85,15,casado,1,proprio_financiado,145,2,1,0,3,1.0,4,1.5,817.01,5106.34,educacao,24,317.99,0.777,59.5,2,34,1,1,12.0,337,E,0,0.0,0.1067,0,0
APP0001939,CUST001939,2025-04-13,MG,app_android,38,F,fundamental,desempregado,0,800.0,25,solteiro,1,familia,145,2,0,2,0,0.384,0,2.2,195.52,4925.42,capital_giro,9,647.43,1.054,39.0,18,72,0,1,4.3,551,D,0,0.0,0.0852,0,0
APP0001628,CUST001628,2025-04-13,PR,whatsapp,21,M,medio,servidor_publico,93,1704.6,38,casado,2,proprio_quitado,15,0,0,1,0,0.899,0,13.4,448.59,500.0,educacao,24,31.14,0.281,27.3,0,27,1,1,3.6,611,C,0,0.0,0.0383,0,0
APP0001822,CUST001822,2025-04-13,SP,app_ios,36,M,medio,CLT,77,3191.15,15,solteiro,0,proprio_quitado,79,2,0,2,4,0.391,0,2.7,1567.62,2292.17,renegociacao,36,112.97,0.527,42.2,8,76,1,1,8.3,741,B,1,2292.17,0.0493,0,0
APP0007946,CUST007946,2025-04-13,SP,whatsapp,33,M,medio,desempregado,0,1297.26,9,solteiro,2,alugado,44,0,0,4,3,0.38,0,12.0,433.38,1747.92,renegociacao,12,180.88,0.474,48.2,2,112,1,1,24.0,547,D,0,0.0,0.0834,0,0
APP0000603,CUST000603,2025-04-13,SP,app_android,32,F,fundamental,CLT,26,2341.64,25,casado,2,alugado,105,0,0,0,0,0.431,0,3.9,213.38,2142.06,consumo,18,162.4,0.16,27.0,15,43,1,1,22.1,705,B,1,2142.06,0.0313,0,0
APP0007750,CUST007750,2025-04-13,SC,web,28,M,pos_graduacao,CLT,64,3482.48,27,solteiro,4,proprio_quitado,105,0,0,1,4,0.487,0,2.1,2159.72,5239.8,reforma,24,326.3,0.714,41.0,29,15,1,1,30.3,618,C,0,0.0,0.0568,0,0
APP0006810,CUST006810,2025-04-13,RJ,app_android,39,F,superior,desempregado,0,1131.06,22,casado,4,proprio_quitado,216,4,2,1,2,0.516,1,3.8,662.79,2698.4,saude,12,279.24,0.833,91.0,14,28,0,1,23.1,276,E,0,0.0,0.0998,0,0
APP0002876,CUST002876,2025-04-13,MG,web,31,M,superior_incompleto,CLT,61,3152.86,48,divorciado,4,alugado,130,2,0,2,5,0.283,0,1.3,1655.66,6349.3,veiculo,24,395.39,0.651,14.5,20,14,1,1,16.8,751,B,1,6349.3,0.0305,1,0
APP0000009,CUST000009,2025-04-13,RS,app_ios,34,M,superior,autonomo,42,2493.78,34,casado,1,proprio_quitado,60,0,0,2,2,0.498,0,0.4,1027.04,2673.26,renegociacao,9,351.39,0.553,59.8,4,28,1,1,1.8,592,D,0,0.0,0.0866,0,0
APP0004648,CUST004648,2025-04-13,SP,app_android,58,F,fundamental,autonomo,73,800.0,40,uniao_estavel,0,proprio_quitado,199,4,0,2,2,0.682,0,0.4,445.41,7723.18,capital_giro,36,380.63,1.033,84.7,2,10,1,1,33.8,543,D,0,0.0,0.0687,0,0
APP0000661,CUST000661,2025-04-13,RJ,app_android,41,F,superior,CLT,44,1757.76,10,casado,1,familia,126,5,0,1,5,0.75,0,2.9,1360.45,5988.45,capital_giro,24,372.92,0.986,66.8,5,61,1,1,1.5,518,D,0,0.0,0.0777,0,0
APP0000766,CUST000766,2025-04-13,PR,app_android,34,M,fundamental,CLT,77,4031.35,11,casado,0,proprio_financiado,149,1,0,1,7,0.552,0,1.3,864.81,1090.5,educacao,36,53.74,0.228,74.2,0,65,1,1,32.3,688,C,0,0.0,0.0366,0,0
APP0003851,CUST003851,2025-04-13,MG,app_ios,31,M,medio,CLT,47,2598.52,17,uniao_estavel,1,proprio_quitado,48,1,0,3,2,0.255,0,1.8,1424.86,3100.07,consumo,18,235.04,0.639,73.1,5,142,0,1,9.9,655,C,0,0.0,0.0506,0,0
APP0007608,CUST007608,2025-04-13,RS,parceiro,49,F,pos_graduacao,autonomo,24,2128.03,33,solteiro,4,alugado,203,3,1,2,3,0.505,2,9.2,1465.51,4878.51,capital_giro,18,369.87,0.862,56.3,9,74,1,1,30.7,418,E,0,0.0,0.1091,0,0
APP0002926,CUST002926,2025-04-13,CE,web,30,M,superior_incompleto,CLT,37,2506.81,36,casado,0,familia,48,1,0,1,2,0.692,0,1.2,540.85,2353.54,emergencia,24,146.56,0.274,65.8,9,61,0,1,7.7,596,D,0,0.0,0.0711,0,0
APP0003928,CUST003928,2025-04-13,SC,app_android,28,NA,medio,servidor_publico,64,956.53,22,casado,0,alugado,91,1,0,5,5,0.565,0,3.4,507.48,1844.79,saude,18,139.87,0.677,17.4,35,134,1,0,12.2,607,C,1,1844.79,0.0392,0,0
APP0000271,CUST000271,2025-04-14,GO,web,57,M,medio,CLT,8,3908.24,10,casado,0,alugado,187,2,1,3,7,0.151,1,2.0,2397.92,3438.05,capital_giro,18,260.66,0.68,63.1,14,51,0,0,15.3,536,D,1,3438.05,0.0737,1,0
APP0000852,CUST000852,2025-04-14,BA,app_ios,43,M,medio,MEI,33,3418.71,33,viuvo,2,proprio_financiado,56,0,0,1,5,0.131,0,13.0,1879.34,2638.04,renegociacao,12,272.99,0.63,79.2,5,27,1,1,16.4,622,C,0,0.0,0.0559,0,0
APP0004461,CUST004461,2025-04-14,MG,app_android,33,M,medio,aposentado,53,1262.62,11,casado,0,alugado,146,1,0,3,1,0.438,0,8.9,678.52,13160.48,veiculo,36,648.6,1.051,36.1,27,67,1,1,40.9,571,D,0,0.0,0.0655,0,0
APP0000660,CUST000660,2025-04-14,PR,whatsapp,38,F,medio,MEI,56,800.0,40,solteiro,4,proprio_financiado,126,0,0,0,1,0.384,1,3.0,421.42,14264.89,saude,18,1081.52,1.879,80.4,7,50,1,1,2.7,550,D,0,0.0,0.0787,0,0
APP0007564,CUST007564,2025-04-14,BA,app_android,51,M,medio,MEI,41,1974.46,13,solteiro,1,alugado,214,4,0,4,5,0.395,0,1.3,531.37,2149.08,consumo,24,133.83,0.337,63.9,1,96,1,0,2.8,700,B,0,0.0,0.0321,0,0
APP0005382,CUST005382,2025-04-14,PR,web,37,M,superior,CLT,44,6235.54,42,casado,2,proprio_quitado,160,1,0,1,5,0.326,0,0.7,1264.66,6531.88,consumo,12,675.94,0.311,49.9,12,22,1,1,1.4,727,B,1,6531.88,0.0385,0,0
APP0003734,CUST003734,2025-04-14,PR,app_android,31,NA,medio,CLT,37,1310.38,27,casado,0,alugado,109,4,0,1,2,0.372,1,1.4,394.37,1966.72,saude,36,96.93,0.375,65.0,18,85,1,1,11.1,637,C,1,1966.72,0.0475,0,0
APP0005441,CUST005441,2025-04-14,MG,app_android,35,F,superior_incompleto,servidor_publico,27,5503.61,23,casado,0,proprio_quitado,122,1,0,3,3,0.515,0,1.3,1771.15,2259.19,emergencia,6,423.98,0.399,72.6,1,95,1,1,27.3,777,B,0,0.0,0.0371,0,0
APP0004062,CUST004062,2025-04-15,SP,parceiro,24,M,medio,autonomo,24,1643.11,21,casado,0,familia,58,0,0,5,2,0.184,0,13.9,1228.13,5350.98,renegociacao,6,1004.21,1.359,56.1,18,33,1,1,31.1,494,E,0,0.0,0.1265,0,0
APP0000336,CUST000336,2025-04-15,SP,web,23,M,medio,MEI,85,895.15,20,casado,0,proprio_financiado,14,0,0,1,4,0.537,0,10.0,516.86,10774.72,capital_giro,12,1115.01,1.823,80.3,10,47,1,1,17.8,565,D,0,0.0,0.07,0,0
APP0000269,CUST000269,2025-04-15,RJ,app_android,35,M,fundamental,CLT,46,2253.33,18,solteiro,2,alugado,177,2,0,2,5,0.278,1,11.2,506.22,2651.59,veiculo,36,130.68,0.283,54.0,1,12,1,1,22.1,723,B,1,2651.59,0.0283,0,0
APP0003702,CUST003702,2025-04-15,SC,app_ios,37,M,medio,CLT,34,3356.34,38,solteiro,2,proprio_quitado,192,6,0,1,1,0.318,0,0.9,1912.15,1382.46,veiculo,36,68.13,0.59,56.4,3,25,0,1,2.7,622,C,0,0.0,0.0482,0,0
APP0006449,CUST006449,2025-04-15,SP,web,22,F,medio,CLT,85,2407.46,21,solteiro,0,proprio_financiado,31,1,1,2,2,0.45,2,5.0,927.35,7191.33,veiculo,9,945.27,0.778,62.3,8,48,1,1,28.4,508,D,0,0.0,0.073,0,0
APP0002085,CUST002085,2025-04-15,PR,app_android,52,F,superior,aposentado,45,1295.58,10,solteiro,2,proprio_quitado,347,4,0,1,6,0.426,1,10.2,1153.73,16628.1,capital_giro,24,1035.48,1.69,82.3,6,80,0,1,7.5,561,D,0,0.0,0.0698,0,0
APP0001809,CUST001809,2025-04-15,SP,web,26,M,superior,CLT,13,1640.92,12,solteiro,3,familia,33,0,0,1,4,0.854,1,5.4,967.66,2300.52,educacao,6,431.73,0.853,56.9,21,23,0,1,10.8,330,E,0,0.0,0.1165,0,0
APP0001359,CUST001359,2025-04-15,RJ,app_android,50,F,medio,CLT,18,1451.66,14,solteiro,0,proprio_quitado,63,2,0,2,3,1.0,0,1.9,442.6,500.0,renegociacao,12,51.74,0.341,65.0,12,23,1,1,11.9,462,E,0,0.0,0.1062,0,0
APP0006951,CUST006951,2025-04-15,BA,web,27,F,medio,aposentado,25,1842.59,43,solteiro,2,proprio_financiado,57,0,0,2,2,0.531,0,4.5,457.91,16926.96,consumo,18,1283.35,0.945,63.6,3,80,1,1,42.7,497,E,0,0.0,0.1116,0,0
APP0005296,CUST005296,2025-04-15,SP,app_ios,61,F,fundamental,MEI,48,1462.34,31,casado,1,proprio_quitado,174,4,0,1,4,0.849,0,6.5,748.75,2068.58,saude,12,214.06,0.658,84.9,17,59,0,1,19.8,549,D,0,0.0,0.0697,0,0
APP0006313,CUST006313,2025-04-15,SC,app_android,37,M,pos_graduacao,autonomo,28,7905.8,17,casado,0,alugado,153,3,1,2,3,0.805,4,13.6,1640.2,3887.6,consumo,12,402.3,0.258,57.3,0,43,1,1,5.8,491,E,1,3887.6,0.0914,1,0
APP0006463,CUST006463,2025-04-16,PA,app_android,38,M,pos_graduacao,autonomo,27,3964.92,37,solteiro,0,alugado,147,1,0,1,2,0.364,0,0.6,1252.02,10693.96,reforma,24,665.94,0.484,54.5,25,47,1,0,7.4,728,B,0,0.0,0.0375,0,0
APP0000623,CUST000623,2025-04-16,RJ,app_android,18,F,superior,servidor_publico,36,3099.89,20,solteiro,0,alugado,0,0,0,0,5,0.403,0,6.5,685.6,3400.31,consumo,12,351.88,0.335,76.9,4,14,1,1,33.3,695,C,0,0.0,0.0458,0,0
APP0007188,CUST007188,2025-04-16,RJ,app_ios,30,F,medio,desempregado,0,800.0,31,casado,1,proprio_financiado,126,1,0,0,4,0.744,0,12.1,565.1,3403.98,reforma,36,167.76,0.916,57.0,7,51,1,1,18.3,398,E,0,0.0,0.1121,0,0
APP0003140,CUST003140,2025-04-16,SP,app_ios,33,F,medio,CLT,64,971.29,39,casado,1,proprio_quitado,127,2,0,1,0,0.678,0,0.6,54.58,3137.63,consumo,9,412.43,0.481,34.9,15,93,1,1,2.8,729,B,0,0.0,0.0305,0,0
APP0005523,CUST005523,2025-04-16,RS,app_android,25,F,superior,desempregado,0,1401.57,28,casado,2,familia,45,0,0,2,2,0.454,0,4.3,412.41,2523.21,consumo,24,157.13,0.406,67.5,0,31,1,1,13.4,475,E,0,0.0,0.0906,0,0
APP0005279,CUST005279,2025-04-16,ES,web,35,M,superior,CLT,25,2493.8,22,uniao_estavel,4,proprio_financiado,38,0,0,4,3,0.711,0,3.4,993.78,2830.36,reforma,18,214.59,0.485,67.5,6,21,1,1,44.5,647,C,0,0.0,0.0586,0,0
APP0000686,CUST000686,2025-04-16,PR,app_ios,57,M,superior_incompleto,CLT,45,1511.05,21,uniao_estavel,2,alugado,120,2,0,3,4,0.744,0,1.3,544.18,1770.32,educacao,12,183.2,0.481,68.5,9,65,1,1,23.5,561,D,0,0.0,0.0657,0,0
APP0000804,CUST000804,2025-04-17,RS,app_android,32,F,superior_incompleto,CLT,29,1330.28,38,casado,5,alugado,83,2,1,2,2,0.761,2,2.4,477.87,9309.53,saude,18,705.82,0.89,38.0,23,50,0,1,10.9,418,E,0,0.0,0.1043,0,0
APP0003609,CUST003609,2025-04-17,ES,app_ios,38,M,superior,servidor_publico,57,6125.88,17,solteiro,0,alugado,142,2,0,4,2,0.356,1,4.7,1710.24,2152.34,consumo,12,222.73,0.316,61.9,42,43,1,1,41.5,733,B,1,2152.34,0.0223,0,0
APP0005640,CUST005640,2025-04-17,SP,app_android,44,F,medio,CLT,78,6342.08,78,divorciado,1,proprio_financiado,195,0,0,3,0,0.307,1,2.4,924.67,3698.15,capital_giro,24,230.29,0.182,31.5,24,53,1,1,20.7,682,C,1,3698.15,0.0422,0,0
APP0001188,CUST001188,2025-04-17,SP,app_ios,44,M,fundamental,autonomo,24,3747.53,23,divorciado,0,alugado,165,5,0,1,6,0.145,1,1.2,1818.14,9305.87,renegociacao,18,705.54,0.673,81.1,0,130,1,1,4.0,601,C,0,0.0,0.0509,0,0
APP0004633,CUST004633,2025-04-17,PE,app_android,38,M,superior,autonomo,39,1333.4,19,casado,1,familia,180,2,0,1,5,0.329,0,3.5,675.61,27319.8,veiculo,24,1701.28,1.783,85.2,7,36,1,1,9.1,646,C,0,0.0,0.0575,0,0
APP0001196,CUST001196,2025-04-17,DF,app_ios,57,M,superior_incompleto,desempregado,0,800.0,20,casado,1,proprio_quitado,199,1,1,7,2,0.749,1,12.0,173.93,4117.41,renegociacao,9,541.22,0.894,34.1,2,4,1,1,1.7,250,E,0,0.0,0.123,0,0
APP0001543,CUST001543,2025-04-17,PR,app_android,52,M,fundamental,MEI,33,1627.08,21,casado,0,proprio_financiado,142,2,0,1,5,0.763,1,0.3,812.59,6942.29,veiculo,36,342.14,0.71,51.5,23,17,1,1,7.2,572,D,0,0.0,0.0784,0,0
APP0005062,CUST005062,2025-04-17,ES,app_android,37,M,medio,CLT,39,800.0,12,casado,0,alugado,72,1,0,2,2,0.549,1,1.6,315.3,7653.63,emergencia,48,331.45,0.808,62.6,23,39,1,1,12.1,561,D,0,0.0,0.0833,0,0
APP0001173,CUST001173,2025-04-17,RS,web,35,F,medio,CLT,44,800.0,19,casado,0,proprio_quitado,85,1,0,1,2,0.226,0,2.3,468.79,5540.85,capital_giro,12,573.39,1.303,96.8,6,58,1,1,13.7,665,C,0,0.0,0.0601,0,0
APP0000503,CUST000503,2025-04-17,RJ,app_android,27,F,superior,CLT,50,5673.58,25,solteiro,2,proprio_financiado,51,1,1,2,3,0.837,0,0.6,1349.77,1754.31,consumo,6,329.23,0.296,43.9,2,40,1,1,7.4,502,D,0,0.0,0.0522,0,0
APP0003433,CUST003433,2025-04-17,BA,app_android,50,F,medio,CLT,18,2063.61,30,divorciado,2,proprio_quitado,124,1,1,2,4,0.676,1,11.1,628.54,4836.28,saude,12,500.48,0.547,56.4,2,40,1,1,7.8,500,D,0,0.0,0.0606,0,0
APP0004673,CUST004673,2025-04-18,BA,web,26,M,medio,CLT,18,3122.22,29,casado,0,familia,21,0,0,1,3,0.489,0,9.0,769.08,5075.69,emergencia,18,384.82,0.37,26.5,2,50,0,1,2.4,630,C,0,0.0,0.0481,0,0
APP0004167,CUST004167,2025-04-18,SP,parceiro,48,F,superior,autonomo,30,6006.75,98,solteiro,0,familia,312,4,1,0,3,0.226,0,8.3,1161.31,10121.22,capital_giro,12,1047.38,0.368,41.0,20,60,1,1,14.0,796,B,1,10121.22,0.0333,0,0
APP0006820,CUST006820,2025-04-18,BA,app_android,25,F,superior_incompleto,autonomo,79,3072.81,12,solteiro,3,alugado,32,0,0,0,2,0.518,0,2.1,747.15,2764.37,consumo,18,209.59,0.311,69.7,11,19,1,1,21.9,677,C,1,2764.37,0.035,0,0
APP0005114,CUST005114,2025-04-18,SC,whatsapp,30,F,medio,CLT,72,5148.69,32,uniao_estavel,4,familia,125,0,0,0,0,0.048,0,6.8,2133.57,1771.24,reforma,24,110.3,0.436,83.7,9,7,1,1,12.1,808,A,1,1771.24,0.0214,0,0
APP0003955,CUST003955,2025-04-18,SP,web,43,F,superior,CLT,12,2838.26,14,casado,0,proprio_financiado,77,2,0,1,4,0.601,0,11.4,603.84,1892.98,consumo,36,93.29,0.246,45.2,6,110,1,1,33.4,632,C,0,0.0,0.044,0,0
APP0006372,CUST006372,2025-04-18,RJ,app_android,34,F,medio,CLT,51,3925.39,37,uniao_estavel,0,proprio_financiado,101,3,0,0,1,0.369,0,1.7,1312.78,2059.86,consumo,18,156.17,0.374,41.9,7,16,1,1,35.6,790,B,1,2059.86,0.0328,0,0
APP0005191,CUST005191,2025-04-18,RJ,parceiro,38,M,pos_graduacao,MEI,28,1678.8,65,solteiro,0,proprio_financiado,134,0,0,3,6,0.634,0,9.6,842.15,5921.79,renegociacao,18,448.97,0.769,33.3,3,43,1,1,5.5,555,D,0,0.0,0.0914,0,0
APP0000287,CUST000287,2025-04-18,MG,app_android,27,M,pos_graduacao,CLT,62,4733.72,73,uniao_estavel,2,alugado,84,0,0,0,2,0.79,0,0.7,1918.55,3788.41,renegociacao,18,287.23,0.466,83.0,22,33,1,0,2.8,642,C,0,0.0,0.0612,0,0
APP0006318,CUST006318,2025-04-19,PR,parceiro,38,F,medio,autonomo,56,3764.1,17,solteiro,1,proprio_financiado,42,0,0,1,9,0.847,1,6.8,1639.81,1313.01,educacao,18,99.55,0.462,76.9,10,41,1,1,4.5,530,D,0,0.0,0.061,0,0
APP0005170,CUST005170,2025-04-19,PE,app_ios,35,F,medio,CLT,95,6240.83,33,solteiro,3,alugado,148,0,0,2,5,0.459,0,3.6,2213.01,1966.67,saude,24,122.47,0.374,73.2,1,52,1,1,18.3,715,B,1,1966.67,0.038,0,0
APP0006645,CUST006645,2025-04-19,SP,web,44,F,medio,aposentado,13,2873.25,31,casado,5,alugado,221,4,0,2,4,0.24,0,4.0,1117.65,8405.77,saude,12,869.86,0.692,23.9,29,14,1,1,0.3,615,C,0,0.0,0.0599,0,0
APP0001201,CUST001201,2025-04-19,BA,web,44,NA,pos_graduacao,autonomo,28,4565.72,31,viuvo,0,alugado,85,1,0,0,4,0.376,0,11.9,334.32,5765.89,educacao,18,437.15,0.169,22.9,7,45,0,1,2.6,709,B,0,0.0,0.0345,0,0
APP0002939,CUST002939,2025-04-19,PA,web,44,M,superior,servidor_publico,29,2926.92,14,casado,0,alugado,133,1,0,2,2,0.328,0,2.2,979.98,16715.35,capital_giro,24,1040.91,0.69,69.5,1,35,1,1,25.4,673,C,0,0.0,0.0386,0,0
APP0001085,CUST001085,2025-04-19,PA,app_android,33,M,medio,CLT,19,4115.54,41,solteiro,1,alugado,146,2,0,0,4,0.502,0,4.5,964.46,2503.42,emergencia,12,259.06,0.297,64.4,24,30,0,1,11.9,656,C,0,0.0,0.0526,0,0
APP0006967,CUST006967,2025-04-19,GO,web,34,M,medio,CLT,106,1157.1,10,uniao_estavel,1,alugado,76,0,0,1,2,0.412,0,11.9,674.7,24382.12,veiculo,12,2523.16,2.5,84.7,4,37,0,1,0.4,592,D,0,0.0,0.0766,0,0
APP0006799,CUST006799,2025-04-19,SP,app_android,39,M,medio,CLT,61,1373.4,35,uniao_estavel,4,alugado,206,2,0,0,6,0.508,1,1.6,652.08,5491.26,consumo,36,270.63,0.672,53.3,38,41,1,1,20.5,575,D,0,0.0,0.0624,0,0
APP0000854,CUST000854,2025-04-19,CE,parceiro,18,M,superior,autonomo,28,3170.43,9,divorciado,3,proprio_quitado,0,1,0,3,3,0.621,0,0.9,466.16,36281.24,consumo,18,2750.73,1.015,63.4,13,96,1,0,12.4,476,E,0,0.0,0.1012,0,0
APP0004218,CUST004218,2025-04-19,MG,parceiro,57,F,superior,autonomo,35,4991.42,75,solteiro,3,alugado,105,2,0,0,1,0.382,2,1.0,1417.65,6807.55,veiculo,18,516.13,0.387,56.9,56,51,1,1,20.2,707,B,1,6807.55,0.0251,0,0
APP0000867,CUST000867,2025-04-19,SP,parceiro,47,M,medio,MEI,61,3514.28,42,casado,0,alugado,100,0,0,0,1,0.176,0,11.4,173.17,9789.06,veiculo,36,482.45,0.187,67.8,7,28,1,1,25.8,790,B,1,9789.06,0.0315,0,0
APP0002793,CUST002793,2025-04-20,PR,app_android,48,F,superior_incompleto,CLT,48,11203.78,51,casado,1,alugado,110,3,0,0,3,0.697,0,1.1,487.24,4038.52,saude,24,251.49,0.066,86.2,5,31,1,1,13.0,747,B,0,0.0,0.0424,0,0
APP0006698,CUST006698,2025-04-20,RJ,parceiro,24,M,medio,CLT,21,3227.2,38,casado,3,proprio_quitado,20,1,0,1,1,0.582,0,6.0,1047.69,1509.48,veiculo,36,74.39,0.348,77.7,12,146,1,1,9.2,618,C,0,0.0,0.0417,0,0
APP0003179,CUST003179,2025-04-20,GO,app_android,42,F,medio,MEI,38,2446.13,22,solteiro,1,outro,155,3,1,1,5,0.601,0,6.6,972.24,6373.26,consumo,18,483.2,0.595,44.5,5,41,1,1,31.8,574,D,0,0.0,0.0588,0,0
APP0007682,CUST007682,2025-04-20,PR,app_ios,35,M,superior,CLT,110,3252.38,22,uniao_estavel,0,proprio_quitado,54,2,0,0,4,0.531,0,2.2,1053.85,10309.56,veiculo,12,1066.87,0.652,34.2,11,33,1,1,6.4,589,D,0,0.0,0.0623,0,0
APP0000033,CUST000033,2025-04-20,SP,app_android,35,F,fundamental,CLT,26,2118.63,25,casado,2,familia,115,0,0,1,4,0.687,0,1.5,838.94,1245.99,consumo,6,233.83,0.506,75.8,7,66,1,1,2.4,580,D,0,0.0,0.051,0,0
APP0004211,CUST004211,2025-04-20,SP,web,35,F,fundamental,servidor_publico,69,1709.56,13,solteiro,1,alugado,80,1,0,2,3,0.456,0,4.3,958.81,11163.13,capital_giro,24,695.16,0.967,52.1,22,22,1,1,18.0,582,D,0,0.0,0.0774,0,0
APP0007380,CUST007380,2025-04-20,SP,web,40,F,fundamental,MEI,128,3044.96,28,solteiro,1,alugado,42,1,1,1,2,0.394,3,19.5,505.16,6450.54,veiculo,12,667.53,0.385,18.1,15,196,1,1,20.9,466,E,0,0.0,0.0952,0,0
